Manufacturer,Model,Engine size,Fuel type,Year of manufacture, Mileage , Price 
VW,Golf,1.4,Petrol,1993," 208,488 "," 1,229 "
VW,Passat,1.4,Diesel,2006," 98,713 "," 9,395 "
Ford,Mondeo,2,Diesel,2009," 82,540 "," 14,567 "
Toyota,Yaris,1,Hybrid,2009," 52,987 "," 11,540 "
VW,Polo,1,Petrol,2002," 68,872 "," 4,822 "
Toyota,RAV4,2,Hybrid,2002," 148,712 "," 7,780 "
Ford,Fiesta,1,Hybrid,2017," 47,378 "," 17,593 "
VW,Polo,1,Diesel,2017," 29,929 "," 17,529 "
Ford,Fiesta,1.2,Petrol,1997," 177,417 "," 1,600 "
Toyota,RAV4,2.2,Petrol,1989," 186,042 "," 2,087 "
VW,Passat,1.4,Petrol,2001," 137,208 "," 4,777 "
Toyota,Prius,1,Hybrid,2018," 32,170 "," 31,004 "
Toyota,Prius,1,Hybrid,1997," 200,134 "," 2,166 "
VW,Polo,1.6,Petrol,2013," 48,150 "," 14,508 "
BMW,X3,3,Diesel,2011," 42,952 "," 30,856 "
Ford,Mondeo,2,Diesel,2009," 76,036 "," 15,234 "
BMW,M5,5,Petrol,2003," 80,926 "," 29,863 "
BMW,M5,4.4,Petrol,2003," 226,887 "," 8,524 "
Toyota,RAV4,2.2,Hybrid,1997," 93,056 "," 8,969 "
VW,Polo,1.6,Petrol,1997," 135,839 "," 2,673 "
BMW,X3,2.4,Diesel,1990," 162,189 "," 2,847 "
Toyota,Prius,1.8,Hybrid,2003," 178,273 "," 5,242 "
VW,Golf,2,Diesel,2001," 186,903 "," 3,178 "
Ford,Mondeo,2,Diesel,2002," 113,677 "," 7,284 "
Ford,Focus,2,Petrol,2009," 75,843 "," 14,661 "
VW,Passat,1.8,Diesel,1991," 337,137 ", 479 
Porsche,718 Cayman,4,Petrol,1995," 94,116 "," 9,575 "
Ford,Fiesta,1.2,Petrol,2000," 205,423 "," 1,531 "
Porsche,911,2.2,Petrol,2013," 62,059 "," 51,807 "
VW,Polo,1.2,Petrol,2005," 86,051 "," 5,737 "
Ford,Fiesta,1,Petrol,2009," 79,041 "," 6,995 "
VW,Golf,1.8,Petrol,2008," 125,327 "," 7,611 "
VW,Passat,1.4,Diesel,2006," 161,501 "," 5,741 "
Ford,Focus,1.4,Petrol,1986," 137,454 "," 1,675 "
Toyota,Yaris,1.2,Hybrid,2018," 18,095 "," 28,278 "
VW,Golf,1.4,Petrol,1997," 191,456 "," 1,864 "
VW,Golf,2,Petrol,2012," 20,155 "," 21,210 "
VW,Golf,1.2,Petrol,2007," 106,718 "," 6,698 "
Toyota,Yaris,1.2,Hybrid,1992," 237,606 ", 933 
VW,Passat,2,Diesel,2000," 116,300 "," 6,602 "
Toyota,RAV4,2.4,Hybrid,2009," 103,232 "," 19,362 "
Ford,Fiesta,1.4,Petrol,2000," 123,993 "," 3,266 "
Ford,Fiesta,1.2,Petrol,2020," 10,787 "," 24,183 "
Ford,Fiesta,1.2,Petrol,1985," 73,016 "," 1,611 "
VW,Polo,1,Petrol,2000," 144,169 "," 2,414 "
VW,Polo,1.6,Petrol,2017," 41,885 "," 19,681 "
VW,Polo,1.2,Petrol,1994," 161,362 "," 1,539 "
Ford,Mondeo,2,Diesel,2012," 66,451 "," 19,843 "
VW,Passat,2,Petrol,1995," 183,377 "," 2,607 "
Ford,Focus,2,Petrol,2000," 227,728 "," 2,346 "
Toyota,Yaris,1.2,Petrol,2016," 31,794 "," 19,095 "
Toyota,RAV4,2,Petrol,2021," 9,087 "," 59,574 "
Ford,Fiesta,1.2,Hybrid,2001," 128,291 "," 3,751 "
VW,Passat,2,Petrol,2000," 234,065 "," 2,318 "
VW,Polo,2,Petrol,1995," 172,817 "," 1,929 "
Ford,Mondeo,1.8,Diesel,2002," 171,154 "," 4,351 "
VW,Golf,2,Petrol,1991," 40,689 "," 4,647 "
Porsche,Cayenne,2.6,Diesel,2012," 59,034 "," 37,869 "
Ford,Mondeo,1.8,Diesel,2010," 46,770 "," 18,678 "
Ford,Focus,2,Petrol,1993," 121,028 "," 3,632 "
Toyota,Yaris,1.2,Hybrid,1985," 285,951 ", 373 
Ford,Focus,1,Petrol,2015," 48,875 "," 18,433 "
BMW,M5,5,Petrol,2002," 131,670 "," 19,169 "
Ford,Focus,2,Petrol,2003," 91,651 "," 8,801 "
Ford,Focus,2,Diesel,2004," 114,612 "," 8,340 "
Ford,Focus,1.4,Petrol,2000," 182,202 "," 2,937 "
VW,Passat,1.8,Diesel,2016," 43,723 "," 29,992 "
VW,Passat,2,Diesel,2019," 22,999 "," 43,569 "
Toyota,Yaris,1,Hybrid,2004," 143,942 "," 4,276 "
Ford,Focus,1.4,Petrol,2017," 34,577 "," 27,165 "
Porsche,911,2.2,Petrol,1989," 98,571 "," 8,129 "
Ford,Fiesta,1.4,Diesel,2008," 87,259 "," 7,677 "
Toyota,RAV4,2.4,Petrol,2000," 65,742 "," 11,508 "
VW,Polo,1.6,Petrol,2006," 85,352 "," 7,116 "
Toyota,Yaris,1.4,Hybrid,2011," 77,436 "," 13,286 "
Ford,Mondeo,1.6,Petrol,2004," 118,142 "," 6,853 "
VW,Polo,1.6,Petrol,1994," 119,964 "," 2,478 "
Toyota,Yaris,1.4,Petrol,2019," 20,363 "," 26,872 "
VW,Golf,1.8,Petrol,2010," 61,911 "," 13,702 "
Toyota,Prius,1.4,Hybrid,2017," 36,266 "," 33,506 "
Ford,Mondeo,1.6,Diesel,2016," 37,770 "," 27,739 "
VW,Polo,1,Diesel,2005," 90,781 "," 5,318 "
Toyota,Prius,1.8,Hybrid,1991," 156,076 "," 2,839 "
VW,Golf,1.8,Petrol,2007," 123,334 "," 7,231 "
BMW,M5,4,Petrol,2018," 42,262 "," 93,312 "
Ford,Focus,2,Petrol,1996," 140,131 "," 3,817 "
VW,Passat,1.4,Diesel,2008," 155,257 "," 6,909 "
Toyota,Prius,1.4,Hybrid,2006," 150,507 "," 7,125 "
VW,Passat,2,Diesel,2019," 8,379 "," 47,142 "
VW,Golf,1.4,Diesel,1998," 175,032 "," 2,411 "
BMW,M5,5,Petrol,1996," 222,154 "," 5,947 "
Ford,Mondeo,1.6,Diesel,2007," 154,809 "," 6,564 "
VW,Polo,2,Petrol,2005," 109,695 "," 6,237 "
Porsche,Cayenne,4,Diesel,1993," 285,908 "," 2,012 "
Ford,Fiesta,1.2,Petrol,2018," 23,212 "," 19,785 "
Ford,Fiesta,1.2,Petrol,2016," 33,108 "," 16,366 "
Ford,Focus,2,Petrol,1998," 38,107 "," 8,960 "
VW,Polo,2,Petrol,2005," 166,729 "," 3,956 "
VW,Golf,1.8,Hybrid,1997," 179,344 "," 2,817 "
BMW,M5,4,Petrol,2007," 51,300 "," 42,395 "
Toyota,Prius,1,Hybrid,2011," 96,699 "," 12,744 "
VW,Polo,2,Petrol,2010," 84,614 "," 10,441 "
VW,Polo,1,Petrol,2005," 74,398 "," 5,675 "
VW,Polo,1.4,Diesel,1985," 204,197 ", 662 
Ford,Focus,1.8,Petrol,1992," 143,393 "," 2,702 "
Ford,Focus,1.8,Petrol,1991," 172,010 "," 1,994 "
Toyota,Yaris,1,Petrol,2008," 41,073 "," 9,681 "
VW,Passat,2,Diesel,2003," 82,103 "," 10,347 "
Ford,Mondeo,1.4,Diesel,2012," 69,868 "," 16,229 "
Toyota,Yaris,1.4,Petrol,1989," 184,443 "," 1,105 "
Ford,Focus,2,Petrol,2014," 35,583 "," 26,426 "
VW,Golf,1.6,Petrol,1992," 270,803 ", 694 
Porsche,911,3,Petrol,1995," 245,572 "," 4,118 "
Ford,Focus,1.6,Diesel,2000," 202,193 "," 2,769 "
VW,Passat,1.6,Diesel,1985," 133,333 "," 1,903 "
Toyota,RAV4,2,Hybrid,2017," 40,733 "," 45,836 "
Ford,Fiesta,1.2,Petrol,1999," 211,454 "," 1,357 "
VW,Passat,1.8,Petrol,2017," 21,444 "," 34,750 "
Ford,Focus,1.8,Petrol,2017," 38,101 "," 30,169 "
VW,Polo,1,Petrol,2002," 108,972 "," 3,630 "
BMW,Z4,2,Petrol,1998," 103,718 "," 6,376 "
Toyota,RAV4,1.8,Hybrid,2016," 41,132 "," 40,582 "
VW,Passat,1.6,Diesel,1999," 163,299 "," 3,791 "
Ford,Mondeo,1.6,Hybrid,1989," 179,618 "," 1,833 "
Ford,Focus,1,Petrol,2008," 71,409 "," 9,994 "
Ford,Fiesta,1.2,Petrol,2018," 27,948 "," 19,264 "
Ford,Focus,1.6,Diesel,2008," 102,852 "," 10,635 "
BMW,X3,3,Diesel,1991," 121,523 "," 4,719 "
Toyota,Yaris,1.4,Hybrid,2020," 1,500 "," 38,074 "
Toyota,RAV4,2,Hybrid,2001," 74,087 "," 12,745 "
Ford,Fiesta,1,Petrol,2002," 10,500 "," 6,659 "
Toyota,RAV4,2,Hybrid,1991," 279,082 "," 1,172 "
Ford,Focus,1.4,Petrol,1995," 151,753 "," 2,719 "
Porsche,911,2.6,Petrol,1993," 228,766 "," 3,912 "
BMW,X3,2.4,Diesel,2014," 39,448 "," 34,426 "
Ford,Fiesta,1,Petrol,2003," 106,068 "," 3,864 "
Ford,Fiesta,1,Petrol,2013," 52,366 "," 10,886 "
VW,Golf,2,Petrol,2006," 85,791 "," 9,412 "
VW,Passat,1.8,Diesel,1990," 129,247 "," 2,909 "
Ford,Fiesta,1.2,Petrol,1994," 251,133 ", 678 
VW,Golf,1.8,Petrol,2013," 64,384 "," 16,468 "
VW,Golf,1.8,Petrol,2002," 163,281 "," 3,754 "
Porsche,911,2.6,Petrol,2014," 69,365 "," 57,375 "
Ford,Focus,1,Petrol,2004," 104,298 "," 6,068 "
BMW,X3,2,Diesel,1998," 125,022 "," 5,981 "
Ford,Mondeo,1.6,Hybrid,1999," 178,160 "," 3,616 "
BMW,Z4,2.4,Petrol,2010," 69,891 "," 19,724 "
VW,Passat,1.6,Diesel,2002," 122,180 "," 6,450 "
BMW,M5,4,Petrol,2014," 28,721 "," 77,391 "
BMW,Z4,2,Petrol,2002," 113,696 "," 7,726 "
Toyota,Prius,1,Hybrid,1995," 125,282 "," 3,537 "
Toyota,Yaris,1,Hybrid,2011," 56,508 "," 12,895 "
Toyota,Prius,1.8,Hybrid,2008," 60,076 "," 17,997 "
VW,Golf,1.2,Diesel,2000," 148,098 "," 3,192 "
VW,Polo,1.2,Petrol,2017," 36,271 "," 17,625 "
Ford,Focus,1,Petrol,2014," 41,670 "," 18,021 "
Toyota,RAV4,2.4,Hybrid,2009," 94,017 "," 20,706 "
Porsche,Cayenne,2.6,Petrol,2006," 125,621 "," 15,027 "
Ford,Mondeo,1.4,Diesel,2015," 65,106 "," 20,458 "
Toyota,Prius,1.4,Hybrid,2007," 85,225 "," 12,534 "
VW,Passat,1.8,Petrol,1999," 203,472 "," 2,709 "
Porsche,718 Cayman,4,Petrol,2009," 103,459 "," 22,746 "
VW,Polo,2,Petrol,2015," 33,870 "," 20,196 "
VW,Passat,1.8,Petrol,2001," 112,157 "," 6,580 "
Ford,Focus,1.8,Petrol,1995," 178,988 "," 2,453 "
VW,Polo,2,Petrol,1990," 256,559 ", 654 
Porsche,718 Cayman,4,Petrol,1992," 139,842 "," 5,532 "
Toyota,Yaris,1.2,Hybrid,2020," 27,125 "," 30,728 "
Toyota,RAV4,2,Petrol,2014," 85,793 "," 23,306 "
VW,Golf,1.4,Petrol,2018," 27,558 "," 25,399 "
BMW,X3,2.4,Diesel,2004," 47,782 "," 16,803 "
VW,Passat,2,Diesel,1999," 197,425 "," 3,162 "
VW,Golf,1.6,Petrol,2010," 67,677 "," 12,439 "
Ford,Focus,1.4,Petrol,1985," 232,121 ", 693 
Ford,Mondeo,2,Diesel,2017," 30,339 "," 34,622 "
BMW,X3,2.4,Diesel,1989," 86,176 "," 4,795 "
Toyota,Yaris,1.2,Hybrid,2010," 102,434 "," 9,634 "
Ford,Fiesta,1.2,Petrol,1995," 177,547 "," 1,398 "
Ford,Fiesta,1.4,Petrol,1993," 145,158 "," 1,732 "
Ford,Fiesta,1,Petrol,1997," 53,211 "," 3,726 "
Toyota,Yaris,1.2,Hybrid,2007," 121,206 "," 6,847 "
Toyota,Prius,1,Hybrid,2004," 165,194 "," 4,666 "
BMW,Z4,2.2,Petrol,1992," 262,082 "," 1,161 "
Porsche,911,2.2,Petrol,2007," 33,668 "," 41,379 "
Ford,Focus,1.4,Petrol,1993," 139,231 "," 2,634 "
Toyota,Yaris,1.2,Hybrid,2003," 72,368 "," 7,468 "
VW,Passat,1.8,Diesel,1991," 163,326 "," 2,358 "
Toyota,RAV4,2.4,Hybrid,2006," 107,263 "," 15,385 "
VW,Passat,2,Diesel,2016," 40,723 "," 32,193 "
Toyota,RAV4,2,Hybrid,1992," 191,306 "," 2,787 "
BMW,M5,5,Petrol,2005," 115,278 "," 26,583 "
Toyota,Yaris,1.2,Hybrid,2018," 34,347 "," 25,796 "
Porsche,Cayenne,3.5,Petrol,2006," 138,122 "," 15,797 "
Ford,Fiesta,1.4,Petrol,2015," 63,236 "," 13,728 "
VW,Golf,1.6,Petrol,2000," 188,501 "," 2,498 "
Ford,Fiesta,1,Petrol,2015," 40,236 "," 13,400 "
Ford,Focus,1.8,Hybrid,2002," 81,109 "," 10,095 "
Toyota,Yaris,1.2,Hybrid,1995," 122,620 "," 3,043 "
BMW,X3,3,Diesel,1996," 228,624 "," 2,656 "
BMW,M5,5,Petrol,2004," 141,846 "," 20,197 "
VW,Golf,1.6,Diesel,1999," 178,546 "," 2,673 "
Toyota,RAV4,2,Hybrid,2009," 78,262 "," 21,115 "
Toyota,RAV4,2.2,Hybrid,2005," 79,856 "," 16,777 "
Ford,Fiesta,1.4,Petrol,1997," 107,303 "," 3,036 "
VW,Polo,1,Petrol,1984," 159,199 ", 734 
Toyota,Prius,1.8,Hybrid,2007," 59,434 "," 16,907 "
Toyota,RAV4,2,Hybrid,2017," 52,349 "," 42,680 "
Toyota,RAV4,2,Hybrid,1994," 191,346 "," 3,183 "
Toyota,Prius,1,Hybrid,2013," 47,048 "," 20,325 "
VW,Polo,2,Petrol,1995," 190,389 "," 1,658 "
Ford,Focus,1,Petrol,2018," 42,706 "," 23,382 "
Toyota,RAV4,2.2,Hybrid,2006," 130,265 "," 12,350 "
Toyota,Yaris,1.2,Hybrid,2012," 73,771 "," 13,480 "
Ford,Focus,1.6,Diesel,2006," 78,647 "," 11,059 "
VW,Passat,1.8,Diesel,2005," 109,156 "," 9,226 "
Ford,Focus,2,Diesel,2015," 19,659 "," 32,472 "
Toyota,Prius,1.4,Hybrid,1999," 122,776 "," 5,572 "
VW,Polo,1.4,Petrol,2015," 59,884 "," 14,399 "
Toyota,Yaris,1.2,Petrol,1995," 196,945 "," 1,368 "
Ford,Fiesta,1.4,Petrol,2020," 23,181 "," 24,423 "
VW,Golf,1.4,Petrol,2012," 66,708 "," 13,380 "
VW,Golf,1.8,Hybrid,2012," 94,979 "," 14,973 "
VW,Passat,2,Diesel,2003," 117,793 "," 7,973 "
Ford,Mondeo,1.4,Diesel,2021," 10,551 "," 42,175 "
VW,Polo,1.4,Petrol,1996," 94,144 "," 3,210 "
Toyota,Prius,1.4,Hybrid,2002," 132,042 "," 6,331 "
Toyota,Yaris,1.4,Petrol,2001," 187,377 "," 2,397 "
Ford,Focus,1.8,Petrol,2015," 72,583 "," 21,213 "
VW,Golf,2,Hybrid,1995," 123,125 "," 4,116 "
Toyota,Yaris,1.4,Hybrid,1993," 244,462 "," 1,012 "
Ford,Mondeo,1.4,Diesel,2015," 94,991 "," 16,647 "
VW,Passat,1.6,Diesel,2012," 35,019 "," 22,813 "
Ford,Focus,1.6,Diesel,2017," 30,215 "," 31,274 "
VW,Golf,1.8,Petrol,1996," 165,284 "," 2,474 "
VW,Polo,1.6,Diesel,2006," 172,795 "," 3,773 "
Ford,Focus,1,Petrol,2005," 127,329 "," 5,444 "
Toyota,Prius,1,Hybrid,1999," 156,371 "," 3,598 "
Ford,Mondeo,1.6,Diesel,2003," 108,473 "," 7,242 "
BMW,Z4,2,Petrol,2015," 46,725 "," 29,156 "
BMW,Z4,2.4,Petrol,1996," 228,896 "," 2,149 "
Ford,Mondeo,1.6,Diesel,1996," 269,084 "," 1,141 "
Toyota,Prius,1.4,Hybrid,2011," 60,162 "," 19,376 "
Toyota,Prius,1.4,Hybrid,2013," 59,511 "," 22,232 "
VW,Polo,1,Petrol,2004," 150,725 "," 2,989 "
VW,Polo,1.2,Petrol,1986," 243,484 ", 438 
VW,Passat,2,Diesel,2009," 62,098 "," 17,660 "
Ford,Mondeo,1.8,Diesel,2009," 55,608 "," 16,534 "
Toyota,Yaris,1,Petrol,1990," 142,823 "," 1,414 "
Toyota,Prius,1,Hybrid,2015," 44,308 "," 23,617 "
Porsche,911,2.2,Petrol,2010," 26,868 "," 52,556 "
VW,Polo,2,Petrol,2003," 121,472 "," 4,991 "
Ford,Focus,1.6,Petrol,2013," 96,108 "," 14,849 "
Ford,Fiesta,1.4,Petrol,2022," 7,916 "," 30,298 "
Ford,Fiesta,1,Petrol,2000," 212,346 "," 1,314 "
Ford,Focus,1,Petrol,2015," 33,997 "," 20,161 "
VW,Golf,1.2,Diesel,1998," 94,232 "," 4,229 "
VW,Passat,1.4,Diesel,2016," 60,291 "," 23,840 "
Toyota,Yaris,1.2,Hybrid,2014," 32,239 "," 20,002 "
Ford,Focus,1.6,Hybrid,2013," 44,722 "," 25,121 "
VW,Golf,1.8,Hybrid,2015," 45,478 "," 25,455 "
Toyota,Yaris,1.2,Hybrid,2022," 9,007 "," 38,755 "
Ford,Mondeo,1.8,Diesel,1994," 158,889 "," 2,829 "
Ford,Focus,1.8,Petrol,1993," 398,984 ", 272 
VW,Golf,1.4,Petrol,1997," 226,527 "," 1,364 "
Ford,Fiesta,1.4,Diesel,1993," 145,848 "," 1,808 "
Ford,Focus,1.4,Diesel,1993," 170,144 "," 2,143 "
BMW,Z4,2.4,Petrol,1997," 174,826 "," 3,702 "
VW,Golf,1.8,Petrol,2007," 111,712 "," 7,903 "
Toyota,RAV4,1.8,Hybrid,2006," 48,371 "," 19,935 "
Toyota,RAV4,2,Petrol,2010," 90,414 "," 17,277 "
BMW,Z4,3,Petrol,2005," 72,218 "," 15,556 "
BMW,Z4,2,Petrol,1993," 188,718 "," 2,296 "
Ford,Focus,1.4,Petrol,2019," 17,313 "," 34,217 "
Ford,Mondeo,1.8,Hybrid,1990," 153,803 "," 2,583 "
Ford,Focus,1,Petrol,2002," 145,745 "," 3,849 "
Toyota,Yaris,1.4,Petrol,2013," 31,968 "," 16,869 "
VW,Passat,1.6,Diesel,1994," 119,709 "," 3,856 "
Toyota,Prius,1.4,Hybrid,1995," 161,183 "," 3,133 "
Ford,Mondeo,1.4,Diesel,1992," 126,392 "," 2,837 "
Ford,Mondeo,2,Diesel,1998," 126,961 "," 5,037 "
Porsche,718 Cayman,2.4,Petrol,2015," 44,243 "," 39,214 "
VW,Polo,1.2,Petrol,2002," 128,889 "," 3,414 "
Ford,Focus,1,Petrol,2013," 64,774 "," 14,576 "
Ford,Fiesta,1.4,Petrol,2009," 62,887 "," 9,223 "
VW,Passat,2,Diesel,2008," 83,084 "," 14,343 "
Toyota,RAV4,2,Hybrid,1992," 198,268 "," 2,622 "
Ford,Mondeo,1.6,Diesel,2009," 54,440 "," 15,704 "
Ford,Mondeo,1.4,Diesel,2012," 27,642 "," 21,078 "
BMW,X3,2,Diesel,1995," 193,981 "," 2,763 "
VW,Passat,1.4,Diesel,1991," 169,556 "," 1,974 "
Toyota,Prius,1.4,Hybrid,1991," 229,196 "," 1,324 "
Toyota,RAV4,2.4,Petrol,2003," 141,784 "," 8,030 "
Toyota,RAV4,2.4,Petrol,2017," 44,118 "," 40,995 "
Ford,Mondeo,1.8,Diesel,2011," 87,186 "," 15,285 "
Toyota,Prius,1.8,Hybrid,1997," 143,568 "," 4,691 "
Toyota,Prius,1.8,Hybrid,1993," 278,865 "," 1,083 "
VW,Golf,1.8,Petrol,2019," 20,879 "," 31,959 "
BMW,M5,4.4,Petrol,1992," 297,999 "," 2,111 "
Ford,Fiesta,1.2,Petrol,2002," 140,037 "," 3,044 "
Ford,Focus,1.8,Petrol,2014," 53,767 "," 22,439 "
VW,Polo,1.6,Petrol,2012," 37,123 "," 14,509 "
VW,Passat,1.8,Diesel,2015," 87,497 "," 21,038 "
VW,Golf,1.6,Petrol,2013," 60,402 "," 15,934 "
Ford,Mondeo,1.4,Diesel,2000," 96,950 "," 6,038 "
VW,Passat,1.4,Diesel,2010," 97,521 "," 12,373 "
VW,Passat,1.6,Petrol,1990," 145,292 "," 2,298 "
Toyota,RAV4,2.2,Hybrid,2013," 76,077 "," 29,349 "
VW,Golf,1.2,Diesel,2019," 31,714 "," 25,771 "
Ford,Fiesta,1.2,Petrol,2012," 28,008 "," 12,908 "
VW,Polo,2,Petrol,2007," 134,878 "," 5,867 "
VW,Golf,1.4,Petrol,2002," 141,419 "," 3,961 "
VW,Polo,2,Petrol,2017," 34,014 "," 23,057 "
VW,Golf,1.6,Diesel,2000," 214,300 "," 2,089 "
Ford,Mondeo,1.6,Diesel,2001," 78,042 "," 7,884 "
Toyota,Yaris,1,Hybrid,1999," 168,339 "," 2,504 "
Ford,Focus,1.8,Petrol,2017," 38,689 "," 30,063 "
BMW,Z4,2.4,Petrol,1997," 193,955 "," 3,138 "
BMW,Z4,2.2,Petrol,2007," 84,122 "," 14,028 "
BMW,X3,2,Diesel,2001," 148,471 "," 6,060 "
BMW,X3,2.4,Diesel,2010," 104,196 "," 17,077 "
BMW,M5,4,Petrol,2000," 163,696 "," 11,563 "
Ford,Mondeo,1.8,Diesel,2021," 9,512 "," 48,084 "
BMW,Z4,2.2,Petrol,2017," 25,524 "," 39,590 "
Toyota,Yaris,1,Petrol,2005," 153,838 "," 3,513 "
VW,Polo,2,Diesel,1989," 128,611 "," 1,949 "
Toyota,Yaris,1.2,Petrol,2001," 105,738 "," 4,300 "
Toyota,Yaris,1,Hybrid,2016," 19,572 "," 22,410 "
Ford,Fiesta,1.2,Petrol,1999," 84,625 "," 3,784 "
Ford,Mondeo,1.4,Diesel,2006," 91,226 "," 9,386 "
Toyota,Yaris,1.4,Petrol,1989," 189,774 "," 1,055 "
Ford,Fiesta,1.2,Petrol,2009," 114,219 "," 5,940 "
Ford,Focus,1.6,Petrol,1997," 124,848 "," 4,118 "
VW,Passat,1.4,Diesel,2001," 62,095 "," 8,668 "
Ford,Focus,2,Petrol,2007," 65,871 "," 13,718 "
Ford,Mondeo,2,Diesel,2008," 100,189 "," 12,015 "
VW,Polo,1.6,Petrol,2002," 195,321 "," 2,266 "
Ford,Mondeo,1.8,Diesel,2019," 21,470 "," 39,457 "
Toyota,Prius,1.8,Hybrid,1985," 194,528 "," 1,371 "
Ford,Focus,1.6,Petrol,1994," 214,376 "," 1,586 "
VW,Golf,1.6,Petrol,1992," 174,710 "," 1,650 "
Toyota,Yaris,1.4,Petrol,1993," 119,814 "," 2,449 "
VW,Polo,2,Petrol,1998," 184,978 "," 2,123 "
VW,Passat,2,Diesel,2008," 108,524 "," 11,935 "
Ford,Mondeo,1.6,Diesel,2004," 38,764 "," 12,390 "
BMW,Z4,2.4,Petrol,1996," 237,378 "," 1,990 "
BMW,Z4,2,Petrol,2001," 113,905 "," 7,216 "
VW,Passat,1.8,Diesel,1997," 112,138 "," 5,292 "
BMW,X3,2.4,Diesel,2016," 12,329 "," 45,841 "
Toyota,Yaris,1.2,Hybrid,2017," 35,261 "," 24,004 "
Ford,Focus,1.8,Diesel,1995," 79,200 "," 5,612 "
Toyota,Prius,1.8,Hybrid,2012," 55,761 "," 24,157 "
VW,Golf,2,Petrol,1993," 177,185 "," 1,930 "
VW,Polo,2,Petrol,2006," 109,942 "," 6,654 "
Ford,Fiesta,1.2,Petrol,2002," 32,908 "," 6,443 "
Porsche,Cayenne,3,Petrol,2014," 54,406 "," 45,594 "
VW,Polo,2,Petrol,2007," 113,882 "," 6,905 "
Toyota,RAV4,2,Petrol,2011," 68,084 "," 21,536 "
Ford,Focus,1.8,Petrol,2012," 73,507 "," 17,260 "
VW,Golf,1.6,Diesel,2016," 42,724 "," 22,826 "
VW,Polo,1.2,Petrol,1990," 197,686 ", 863 
VW,Golf,1.4,Petrol,2001," 205,849 "," 2,145 "
VW,Polo,1.6,Petrol,2005," 138,285 "," 4,469 "
Ford,Mondeo,1.4,Diesel,1996," 67,203 "," 5,685 "
BMW,M5,4,Petrol,2015," 40,090 "," 77,402 "
Ford,Mondeo,2,Diesel,2008," 61,103 "," 15,739 "
Ford,Mondeo,2,Diesel,2005," 133,732 "," 7,616 "
Ford,Focus,2,Petrol,2015," 43,165 "," 26,998 "
Porsche,Cayenne,2.6,Diesel,2002," 150,731 "," 9,888 "
VW,Passat,2,Petrol,1990," 273,412 ", 826 
VW,Passat,1.4,Diesel,2007," 93,697 "," 10,414 "
Porsche,911,2.2,Petrol,2016," 48,158 "," 69,111 "
Ford,Focus,1.6,Petrol,2015," 34,758 "," 25,389 "
Ford,Focus,1.6,Diesel,1998," 171,716 "," 3,156 "
Ford,Mondeo,1.4,Diesel,2011," 75,128 "," 14,654 "
Toyota,Yaris,1,Petrol,2018," 14,996 "," 21,875 "
BMW,M5,4.4,Petrol,2007," 86,927 "," 35,075 "
VW,Polo,2,Petrol,2004," 70,110 "," 7,729 "
BMW,M5,4.4,Petrol,2006," 52,542 "," 41,274 "
VW,Polo,1.4,Petrol,2015," 40,796 "," 16,218 "
Toyota,Yaris,1.4,Petrol,2014," 79,551 "," 13,328 "
Ford,Mondeo,1.4,Petrol,2002," 221,179 "," 2,358 "
BMW,Z4,2.4,Petrol,2010," 94,952 "," 16,571 "
Porsche,911,2.6,Petrol,2004," 180,045 "," 12,535 "
BMW,Z4,2.2,Petrol,1990," 148,492 "," 2,768 "
BMW,M5,5,Petrol,2007," 71,859 "," 41,478 "
BMW,M5,4,Petrol,2003," 127,837 "," 18,887 "
Ford,Focus,1.8,Hybrid,1993," 189,435 "," 2,354 "
Toyota,RAV4,2.4,Hybrid,2006," 89,014 "," 17,569 "
VW,Polo,1.4,Petrol,2003," 58,564 "," 6,525 "
VW,Golf,1.4,Petrol,2002," 169,466 "," 3,143 "
VW,Polo,2,Petrol,2013," 54,598 "," 15,580 "
BMW,M5,4,Petrol,2014," 34,936 "," 74,656 "
Toyota,Yaris,1.4,Petrol,2005," 57,234 "," 8,483 "
Toyota,Yaris,1.4,Hybrid,2004," 113,411 "," 6,427 "
Toyota,Yaris,1,Hybrid,1992," 206,633 "," 1,127 "
BMW,X3,2,Diesel,2012," 29,062 "," 29,226 "
Ford,Fiesta,1.4,Petrol,2001," 99,417 "," 4,202 "
Ford,Mondeo,1.8,Diesel,2001," 97,714 "," 7,278 "
Toyota,Yaris,1.4,Hybrid,1992," 273,537 ", 722 
BMW,M5,4,Petrol,2011," 55,597 "," 53,872 "
Toyota,Yaris,1,Petrol,1991," 178,889 "," 1,119 "
Ford,Mondeo,2,Diesel,2006," 39,657 "," 15,744 "
BMW,X3,2.4,Diesel,1996," 180,540 "," 3,636 "
Ford,Focus,1.8,Petrol,1992," 92,319 "," 3,991 "
VW,Passat,1.6,Diesel,2010," 77,720 "," 15,212 "
VW,Golf,2,Petrol,2016," 56,054 "," 22,375 "
VW,Passat,1.8,Diesel,2007," 79,362 "," 13,062 "
BMW,X3,2.4,Diesel,2015," 56,012 "," 33,224 "
Ford,Focus,1,Diesel,2004," 97,217 "," 6,710 "
Toyota,Prius,1.4,Hybrid,1999," 154,931 "," 4,308 "
VW,Passat,1.8,Petrol,2004," 139,750 "," 6,483 "
VW,Polo,1.2,Petrol,1998," 163,757 "," 1,970 "
Toyota,Prius,1.4,Hybrid,2004," 201,170 "," 4,049 "
